#sentence,gold score,actual score
they tend to loosen up a bit when drunk and can seem pretty cheerful,0.0,0.0015923213
god chirp this burp,0.0,0.0015742667
we so elated we celebrated like obama waited until his last day in office to tell the nation brothers is getting their reparations,0.0,0.0016192347
angel delight is my everything,0.0,0.0015675481
i just want to let everyone out there know you are wonderful people beyourself happy cheerful latenight compliment behappy,0.0,0.0016061496
i just want to let everyone out there know you are wonderful people beyourself latenight compliment behappy,0.0,0.0016088616
terribledebatequestions has given me so many laughs this afternoon thanks twitter hilarious cleverpeople,0.0,0.001612654
terribledebatequestions has given me so many laughs this afternoon thanks twitter cleverpeople,0.0,0.0016177204
paraplyene soupper i just read it and its so fun so lighthearted and cheerful i was right its a double cavity for me,0.0,0.0018501952
im at the point in my life that im playing christmas music in my room because i need winter and joyful times rn,0.0,0.20817149
luis ortiz ducked by ustinov which means fights off and he left goldenboyboxing future not looking to bright for ortiz boxing,0.0,0.05593913
another joyful encounter in tribez amp castlez i just met bartolomeo do you want to know who that is download the game and find out,0.0,0.0016270671
carolyntopol ciara asks was it a scifi movie julie amp jen just stare claire on her phone joey bolts when the cab honks lmao hilarious,0.0,0.0016358662
carolyntopol ciara asks was it a scifi movie julie amp jen just stare claire on her phone joey bolts when the cab honks lmao,0.0,0.0016330462
happy birthday brooke5656 cheer cheerchick jeep jeepgirl idriveajeep jeepjeep cheer,0.0,0.0015787315
the little sniffle at the end of the song gets me every time rejoice,0.0,0.0016721059
the little sniffle at the end of the song gets me every time,0.0,0.0016369503
i mean is she supposed to seem joyous when shes talking rodrigo duterte isis the american economy etc think about what youre saying,0.0,0.0016610529
xenostateofmind yesnnmake her smile and be happynshe deserves happiness,0.0,0.0016326346
keep smiling,0.0,0.0015557278
ever wake up and instantly feel happy,0.0,0.0015730243
jpodhoretz i still respect you i suppose there is so little to be gleeful about these days so take what you can good for you,0.0,0.0016264189
amstradocpc shittysufanart the single tear is him being joyous that hes deleted the monster that has brought generations of despair,0.0,0.6945199
quoteofthedayrrif you dont do wild things while youre young youll have nothing to smile about when youre oldrrdailyquote quotes,0.0,0.17470331
all the bright places,0.0,0.0016288124
im honored to take on such a role in their joyous day hopefully i dont fuck it up,0.0,0.0019306634
im the reason i smile everyday,0.0,0.0015751626
noorbazzi14 lowkey i want to go just to chirp anna lol but say hi to atkins for me one of my favourite coaches hes smart and caring,0.0,0.0016361345
its all about redwine and glee,0.0,0.0015693326
its all about redwine and,0.0,0.0016088057
tabstamlyn larahunt1 i will next time ill make sure everything is sparkling clean,0.0,0.29862297
take my kindness for weakness when you acting silly keeping it 100 aint your forté chrisbrown teambreezy,0.0,0.2596535
take my kindness for weakness when you acting silly keeping it 100 aint your forté breezy chrisbrown teambreezy,0.0,0.25964293
i envy the relentless your cheerful smile aimed at the pouring rain your positive attitude is an art you have continually mastered,0.0,0.083100274
im moving this weekend amp my sugar daddy will replace it so it is what it is niggas still happy,0.0,0.14911565
anyone who drinks sparkling water is a demon,0.0,0.29858953
modern family never fails to cheer me up especially phil,0.0,0.0016321335
smile instagramers selfiebestmeselfiemesmilebestmecameraisgreatemojigridlikeforlikefriendgirlboytattoosfamily6packg,0.0,0.0015816148
authorlb awesome my 9 yr old grandson runs cross country no simon whitfield but still a lot of fun cheering him on,0.0,0.07962718
18 nmichael carrick as struck the back of the net much to the delight of under pressure man u fanz and mou,0.0,0.0016055666
ruthwalford95 you may be right but since year the bad events begin with b im privately hoping weve got at least cz to go 1st optimism,0.0,0.21256468
ruthwalford95 you may be right but since year the bad events begin with b im privately hoping weve got at least cz to go 1st,0.0,0.21267253
ditzkoff jpodhoretz there ’ s not a metaphor in the world that will get at the hilarity of jpod pronouncing on humor,0.0,0.11015846
successful people always have two things on their lips silence nd smile smile to avoid problems nd silence to avoid the problems too,0.0,0.0020993557
in geometry today hannah started crying of laughter because ms canning said pp lol,0.0,0.39208138
whufchub westhamtransfer thehammers i dont see any reason for optimism at this point just stringing together bad performances,0.0,0.21391958
yall shabazzs name in my phone is easy breezy beautiful amp i will not apologize,0.0,0.0017058142
during the day jeffprobst is jovial at tribalcouncil hes a different darker fellow still simply but smiles are few survivor,0.0,0.0016239937
it is time for a most joyous celebration,0.0,0.0015709717
filthyfrank my first time watching your vids and i died of laughter keep this up dude,0.0,0.45461187
dumteedum dont think ian knew of pavel he knew about charlie i bet rob will cackle with glee when he heard what has happened thearchers,0.0,0.24716853
mou is too jovial and trying to impress those players too much no player is bigger than manutd saf wont tolerate all this bs manutd,0.0,0.12539697
your smile is a messenger of your good will,0.0,0.0016062278
imagine if teppu got animated by madhouse tho gtlt,0.0,0.0015969444
im highly animated even though im decomposing,0.0,0.0015737135
jk started this week strong and its still going strong optimism,0.0,0.0015451424
jk started this week strong and its still going strong,0.0,0.0016442388
cailamarsai youve had me the whole time watching blackishabc after youve lost your glasses it was hilarious mrbabyboogaloo,0.0,0.3144831
town is lively something happen,0.0,0.0015801843
so today i un armed my silence my lungs rejoice in freedom my insides had color too a woman counted my jawbone became a razor for free,0.0,0.0016176291
sqlbek my liver is elated that isnt us,0.0,0.0015822779
symmetry is key everything must be aesthetically pleasing as possible that is why i hold you twin pistols deaththekid bot,0.0,0.0053408947
oii oiii louistomlinson nthank you for always making me smile my birthday is in 16 days mind following me as a gift x225884,0.0,0.0016120356
steeeevie breezy luvvvv,0.0,0.001602089
my timehop literally cracks me up when i see posts from 2 years ago and later,0.0,0.046776004
my timehop literally cracks me up when i see posts from 2 years ago and later hilarious,0.0,0.0017280336
byekandace cant cheer for a jigaboo,0.0,0.0015897062
daveweigel a laurel and hearty handshake,0.0,0.0015929844
bhavnay that i dont mind too much smoother thicker texture makes it more hearty also im glad iced coffee is a thing in the uk now,0.0,0.0017028973
leejarvis10 cant be following u pal hes smiling,0.0,0.0015803874
love to play underlord while listening to cheery anime music,0.0,0.00987522
its an exhilarating feeling working hard and feeling accomplished whether they notice or not you feel fuking good,0.0,0.3228048
starting at 22 minutes this weeks bestshow4life is straightup paradigm shift level mirth,0.0,0.0015733074
someone teach me how to cheer someone up,0.0,0.0016142
greatdismal bencjacobs and it ’ s gleeful because they ’ re so inspired so convinced they ’ re winning and at last have their strongman,0.0,0.048971184
avoiding hearty basset hound no time presenttime american the brave ydxef,0.0,0.002745457
alternate reality where poetryfound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down,0.0,0.2309509
thatbritishdude no okay you dont not need to be going out of your way to make sure you are pleasing everyone do what makes you happy,0.0,0.0015968867
and i think some of our most spiritually weighty experiences came counterintuitively and recognized in hindsight in levity and daily grace,0.0,0.228968
thegoatshow gamegrumps now that i have been sucked into this wormhole of hilarity with no escape i can say how weird and accurate this is,0.0,0.0016449299
pdortch7 i make sacrifices to make you happy,0.0,0.30612597
im ever so cheerful,0.0,0.0015935171
markdice agreedso tired of this nonsense soros must be elated,0.0,0.00155955
getquenched16 attempts by western degenerates 2 imply that dprk stoops to levity will be met by devastating nuclear retaliation,0.0,0.43921855
girlfriends cooking me dinner again spag blow it is not to sure if she need my help girlfriends happy,0.0,0.0016137734
girlfriends cooking me dinner again spag blow it is not to sure if she need my help girlfriends,0.0,0.0016330872
hannah this week on survivor find out who is more buoyant gen x or millenials survivor,0.0,0.029539654
could not be happier happy,0.0,0.0015740935
could not be happier,0.0,0.0015695225
joemrusso happy birthdayyyyyy pretty miss you,0.0,0.3125565
when life shows you have a hundred reasons to cry show it that you have a hundred and one reasons to smile quotes mindconsole,0.0,0.37671316
a smile can mean a thousand words but it can also hide a thousand problems fact teamfollowback,0.0,0.0016185045
gen 821 niv—the lord smelled the pleasing aroma and said in his heart “ never again will i… lifelong depravity,0.0,0.0016114414
such merriment amp laughter from dadwroteaporno at kingsplace amp an instructional powerpoint presentationwell done to all concerned amp thanks,0.0,0.093612544
but uncle buck is on tho unclebuck hilarious,0.0,0.0026846398
but uncle buck is on tho unclebuck,0.0,0.003364727
every time people push prescription pot prohibitionists rub their hands with glee because u hand them cannabis amp yourself into slavery,0.0,0.42085993
chrisloesch dloesch modern day bookburning without all that awful guilt oh and now with more gleeful social sharing for the ahats,0.0,0.34940436
you make me happy ethandolan graysondolan,0.0,0.0015990566
ifiwerepresident nmy goal would be for us all to be miserable yet jovial in the co of others u know civil but with realization of self,0.0,0.42362615
learning is key while converting your leaning to someone else is door so when you do both you will open the door of successnnx33 smile,0.0,0.0015932899
learning is key while converting your leaning to someone else is door so when you do both you will open the door of successnn x33,0.0,0.0016125012
iniesta still the one player i idolize from barcaa delight to watch i tell you,0.0,0.001612341
every time i hear jtkantors organ kick in on the new sayswhopodcast i break into the goofiest smile,0.0,0.0016253274
well this is cheery mrrobot,0.0,0.0015904121
gennneral thanks gen love you miss you happy birthday natong duha,0.0,0.19112849
survivor is back survivormillennialsvsgenx so happy to see you jeffprobst,0.0,0.0016307477
survivor is back survivormillennialsvsgenx so happy to see you jeffprobst happy,0.0,0.001611026
essdotx the jovial and forgiving negro is always pressed upon to act against hisher selfinterest in favor of the oppressor,0.0,0.24759421
reginaltsquirge you could add a jaunty bownor bells,0.0,0.0022082757
tweet tweet chirp chirp losers,0.0,0.0015743971
be content life is too short smiling,0.0,0.0015702713
be content life is too short,0.0,0.0045192335
npagliaro1 thats awesome ps ok what are the odds of that swapping neighborhoods hilarious,0.0,0.0015978757
npagliaro1 thats awesome ps ok what are the odds of that swapping neighborhoods,0.0,0.0015984178
im so excited to see nat tonight and how happy and cheery she is amp then im even more excited for her to get on social media bb18,0.0,0.0015982613
whats the nicest way to tell someone cheerfully whistling outside my apartment door that i will end them should they continue to whistle,0.0,0.00510679
xiankiefer thelincoln book 5 its so sprightly amp fun cuz hed been reinvigorated by the harry potter series im not kidding,0.0,0.07564645
hows it possible to go from cheery earlier to the worst mood possible now,0.0,0.0016384292
3 styles to love now at zales three sparkling styles to love stop by and shop in store today,0.0,0.0016166158
kinda wished i watched mischievous kiss before playful kiss,0.0,0.001597261
accept challenges in life so that you may feel the exhilaration of victory,0.0,0.0015741847
mariamveiszadeh why sick i am rejoicing that it is only half,0.0,0.26710773
tjsotomayor snow pig thats hilarious lmaooo,0.0,0.0016192552
this red sox team is the equivalent of tiger woods in his heyday no mercy,0.0,0.0019355901
wan na always be the reason behind her happiness and ill always keep her smiling no matter what happens,0.0,0.23291503
did u laugh today laugh hard i hope sowe need laughter now love,0.0,0.0015984531
did u laugh today laugh hard i hope sowe need laughter now smile love,0.0,0.001585586
peregrinator1 i admittedly went into this series thinking wed see the jedi in their heyday not as dysfunctional un peacekeepers in space,0.0,0.21537256
me taking a picture by myself awkward smilenme on picture day awkward smilenconclusion stop smiling npictureday2016 smile ornot,0.0,0.0016209166
wishing the ipswich tigers good luck in their games throughout homecoming week we are cheering you on here at the city office go tigers,0.0,0.001585694
my ukulele bag has fallen apart welll at least my life hasnt yet joysnnquote problemsolving behappy,0.0,0.0016422141
it is so exhilarating taking on the challenge of demonstrating explaining why jamesjoyces ulysses is so endearing amp wonderful,0.0,0.0016056169
yesterday on 21 sept 2016 i installed a new stratagem including audacity by rejoicing at harbour toweri will tenaciously follow up up,0.0,0.0016542748
partydelightsuk its 5679787 can not dm you as we dont follow each other not such a delight party fail letdown,0.0,0.19323368
partydelightsuk its 5679787 can not dm you as we dont follow each other not such a party fail letdown,0.0,0.28643888
be joyful in hope patient in affliction faithful in prayer romans 1212,0.0,0.47996777
wahrbear marinarchy diam0ndsapph1re there is some hilarity in someone who is literally openly antiscience calling others antiscience,0.0,0.0015820004
smoking weed while you watch 12 pull somebody else over is the most joyous thing ever,0.0,0.0075534377
and girl i love your perfume theres something bout you,0.0,0.0016093664
and girl i love your perfume theres something bout you breezy,0.0,0.0015969779
watching melissamccarthy in spy shes one of favorite actresses last night i was watching her theboss hilarious i just want to meet her,0.0,0.0016367156
bjerkedanielle funnysayings lol thats hilarious,0.0,0.0016575698
ninaturner mine too with what is happening in country i needed this moment of levity bernblade lisavikingstad,0.0,0.0017138738
manchester united v manchester city happy days efl,0.0,0.0015756916
lostgermain want to have a spar the prince smiles and reaches for his hilt and his icy eyes keep on aaron a playful look in his eyes,0.0,0.0016670693
accept the challenges so that you can feel the exhilaration of victory,0.0,0.0015693139
yes mourinho you really should stop speaking about refs and try cheering up a bit,0.0,0.001603201
thenicebot wsjnordics you make the world a more joyful place thenicebot mpn demilovato,0.0,0.0016341042
sevechambers im elated thank you for your help can i apply to be verified,0.0,0.005654527
the world needs more laughter more love and a little more of you rm drake,0.0,0.008908518
bcwinechat whats the most common method used to make bc sparkling wine,0.0,0.06670018
bcwinechat whats the most common method used to make bc wine,0.0,0.157474
davuuwart this is hilarious,0.0,0.0016338807
kermischocolate i have tried a cheerful upbeat piece in walking through history usually in artydocu types can not find a trace of it,0.0,0.0017286856
not by wrath does one kill but by laughter friedrich nietzsche friedrichnietzsche,0.0,0.40007797
happiness recipe an open mind laughter a kind heart amp optimism,0.0,0.0015405584
happiness recipe an open mind laughter a kind heart amp,0.0,0.0015892629
zabuhmaid happy birthday sweety sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one luv u,0.0,0.0016222838
im black 43 i read books pu my kids from schoolmy prayer is that u wl lv a long fulfilling joyous peaceful godpleasing life,0.0,0.14254537
a smile doesnt always mean a person is happy sometimes it simply means they are strong enough to face their own problems,0.0,0.0824472
needed levity hubs i talking of wearetyphoon kyles new solo album my 7 yo says kyleclark she loves ur news show 9news 9news lolz,0.0,0.0017185509
ankitaverma45 honey5991 rejoicing over someones sadness is bad but when karma is cencerned then definitely some people deserve it,0.0,0.372673
siguemeytesigo happy snapchat manuellynch99 venezuela,0.0,0.0015739705
jessicaz00 zrlondon ditto such an amazing atmosphere philippplein cheerleaders stunt londonevents,0.0,0.0015912186
jessicaz00 zrlondon ditto such an amazing atmosphere philippplein cheerleaders stunt londonevents cheer,0.0,0.0015734788
a delight to be at the lane tonight and witness the debuts of some young talent that could be the backbone of our club coys,0.0,0.0016559716
tweetfaver its reaper before he became reaper you can find their stories on the wiki and thru the comics and animated shorts,0.0,0.1747939
remember when joe and quinn had a thing on glee,0.0,0.0015727207
im still laughing bitch took my pillow line glee kurt,0.0,0.20458879
im still laughing bitch took my pillow line kurt,0.0,0.20462738
nothing lovelier than your great mate sending the most joyful and sweet pic thankyou amy artburstltd xxxx,0.0,0.0016019177
cedricyarbrough we love you hilarious we are looking forward to so much more kudos on the pilot speechlessabc speechless,0.0,0.0015943982
eve izzy and paige cheerfully sing songs together,0.0,0.011636145
jeffbridg man great job i am more than happy over your success in a short time mom amp dad are smiling from heaven love you bro,0.0,0.001632886
the jovial laughter that trump and his lackeys showed when don king used the n word was a truly bizarre sight,0.0,0.0015739296
raygemini ive got 8 coming back this week its so joyous isnt it haha,0.0,0.0016282313
i just spent 40 on big little sis tomorrow and i am beyond happy about it saw mirth mums,0.0,0.0016057696
i just spent 40 on big little sis tomorrow and i am beyond happy about it saw mums,0.0,0.0016332921
shell be bribing her parents with hearty laughter and giggles loveet,0.0,0.02407592
harrystyles youre the smile to my face and the beat to my heart thanks for being kind as much as you can be mind following me 96127,0.0,0.0016222093
the most wasteful day is a day without laughter,0.0,0.12661405
the most wasteful day is a day without,0.0,0.12906428
good morninglets start with a smilenlets enjoy life in a cheerful wayndont worry be happy,0.0,0.32208848
skiving freshers2016 for a me day nails sunbeds and gym priorities student studentnurse pampered happy,0.0,0.0016273744
skiving freshers2016 for a me day nails sunbeds and gym priorities student studentnurse pampered,0.0,0.0017538201
half past midnight loud banging on our front door been told about new rape cases in edinburgh today nosleep,0.0,0.43910456
half past midnight loud banging on our front door been told about new rape cases in edinburgh today joyful nosleep,0.0,0.43910387
matildaswish its great to see matilda so happy in her new chair it will provide her with access to lots of new experiences smiling,0.0,0.0016144682
matildaswish its great to see matilda so happy in her new chair it will provide her with access to lots of new experiences,0.0,0.062378734
pakis are applauding sharifs speechi wonder how many really understood what he saidnthey are very much excited and happy,0.0,0.0016117562
how wonderful to see a show with a token man for once glasgowgirls was uproarious gleeful important amp uplifting go see stratfordeast,0.0,0.0016198214
this night is sparkling dont you let it go im wonderstruck blushing all the way home valeriebot,0.0,0.05277103
only person that could manage to get bright pink lipstick all over my brand new white dress,0.0,0.009761078
life iznt about pleasing each othersnn hell with,0.0,0.3515953
i gave up on the u20 rugby bet on the roosters cheering nrl,0.0,0.0015983358
i gave up on the u20 rugby bet on the roosters nrl,0.0,0.0017118361
dee5479 electro set was pure enjoyment amp exhilarating captivating amp poetic raw exciting,0.0,0.0029005911
sharpened a pencil today havent sharpened once since 1999 exhilarating,0.0,0.0016042236
sharpened a pencil today havent sharpened once since 1999,0.0,0.0016246084
travelanswerman the possibilities r endless becca when u unplug from the matrix stay salty and happy surfing sunset aloha …,0.0,0.20488986
you dont have to feel grateful to be grateful for it is written all things work together for good for those who love god cheerful,0.0,0.0048987996
you dont have to feel grateful to be grateful for it is written all things work together for good for those who love god,0.0,0.05758252
all i want to do is to be successful be cheerful and to be happy with dominichussein,0.0,0.0016180966
loving pitch so far pitchonfox globaltv chills smiling,0.0,0.0015660357
loving pitch so far pitchonfox globaltv chills,0.0,0.0015677381
how sad is it that im rejoicing over a 72 collegekills,0.0,0.59574103
banger sit in 2013 reason why we great doings him alias for why we rejoice in he kzfqr,0.0,0.024935845
beautyfulliami that guy in the back of your picture is hilarious,0.0,0.0017429031
literally feels sg to be happy with sam,0.0,0.0015804227
jasperino buoyant sessionsix,0.0,0.0016133282
class is canceled due to a funeral not sure if its appropriate to be happy or sad,0.0,0.77797854
class is canceled due to a funeral not sure if its appropriate to be happy or sad happy,0.0,0.74398494
cscheiwiller cant stop smiling,0.0,0.018668402
the amount of laughter ready to leave my body if united lose is unreal,0.0,0.21085481
whoisthiscaleb you could leap to your feet dramatically plant one foot on the seat of your chair and let out that jaunty tune,0.0,0.0035515148
things that grind my gears people drawing gideon gleeful skinny,0.0,0.0016186759
the book that can start improving your relationship tonight taking you on a journey of fun laughter romance and metaphysics htt…,0.0,0.0016394388
nice idea collect all relevant socialmedia in onebut dont be automatic pls worldsapp chirp appsworld socialmedia danielfeuer merci,0.0,0.0015904997
im so so so excited for usernameregenerated i cant wait i wish i could get a signed copy im so happy for you joesugg,0.0,0.0016145539
its not that the man did not know how to juggle he just didnt have the balls to do itnfunny pun lol hilarious punny,0.0,0.0016310532
its not that the man did not know how to juggle he just didnt have the balls to do itnfunny pun punny lol hilarious,0.0,0.0016443785
its not that the man did not know how to juggle he just didnt have the balls to do itnfunny pun punny hilarious lol,0.0,0.0016348977
niggas never changedeven as a kid and a 29 year old in his interviews seems jovial and happy after death of his sisterhe did it,0.0,0.4716599
gets crushes on fictional and animated characters instead if real people,0.0,0.0016308818
missrbberry blainehale kurtstilinski beaconscott11 sstilinski24 i brought sparkling ciderholds it up i know its not much,0.0,0.0024888106
best quote from a 7 in german almost happy,0.0,0.001586942
best quote from a 7 in german almost,0.0,0.0015931819
love your new show driverminnie hilarious,0.0,0.0016004685
joyannreid i totally understood his point but we need a better messenger and the laughter just pissed me off,0.0,0.0016823281
walterdonovanss mrbridesagain evil rich white men and their fucking cronies in intelligencegovacademia using blithe blacks as fodder,0.0,0.3376478
rheafraserx took them an awfy long time to spot their goal was disallowed pleasing,0.0,0.16561365
rheafraserx took them an awfy long time to spot their goal was disallowed,0.0,0.16568647
proverbs 279 ointment and perfume rejoice the heart so doth the sweetness of a mans friend by hearty counselntruthfmdawnbreak,0.0,0.0016186815
we have been a better second half team this season so theres that optimism,0.0,0.0015523415
we have been a better second half team this season so theres that,0.0,0.0020017866
function in regard to camshaft exhilaration companies cqhshjsi,0.0,0.0015532505
close to the end of a revisiontaking this story i love in a new direction has been exhilarating for me endlesspossibilities amwriting,0.0,0.0016297065
being in the countryside all day was so pleasing,0.0,0.0015723016
pi6ie i want to achieve to your level of optimism,0.0,0.001564648
come and join in with cakeclubhour tomorrow afternoon from 3pm bizhour chirp,0.0,0.0016094185
come and join in with cakeclubhour tomorrow afternoon from 3pm bizhour,0.0,0.0016364641
im always smiling so thats why im always happy,0.0,0.0015752204
barbarasgarden thank you oh so much there are many challenges but much rejoicing,0.0,0.0015802532
something about opening mail is justvery pleasing,0.0,0.0015826151
happy internationaldayofpeace everyone hoping that the world becomes a better place less division more happiness keep smiling,0.0,0.0015746858
yeldarbkered youve got quite the cheery young souls fan,0.0,0.0017530378
b4caferacer i see things in the clouds that others cant see so i can elate,0.0,0.06418671
b4caferacer i see things in the clouds that others cant see so i can,0.0,0.06682588
jmomahony thank you for your support but it was not an attempt at levity,0.0,0.041862298
ahh when my voice gets better ive been asked to play d id be more than happy to do that,0.0,0.0016277749
harrystyles nheart so pure and smilenso bright i love younmore than the numbernof stars at nightnkindly follow me pleasenharryn—90127,0.0,0.0016540606
jackevans711 you are the best whiney jerkass heel since iamjerichos heyday in wcw n luchaunderground,0.0,0.0034357663
i took a yr off school and im proud to say i got accepted again yo girl is going to finish,0.0,0.0016346928
i took a yr off school and im proud to say i got accepted again yo girl is going to finish happy,0.0,0.0016151648
its better to be wetter than it is to be dry thanks for the tip val first gbbo hearty guffaw of the week,0.0,0.0016218219
alicereidy more of a hearty italian man myself,0.0,0.0016080551
hearing your parent say theyre proud of you elicits infinite waves of unconceivable glee,0.0,0.0015612748
why bother tweeting poor mens nwhat good does it do if im unable to be cheery i go quiet missed you btw,0.0,0.11497251
the lord thy god in the midst of thee is mighty he will save he will rejoice over thee with joy nzephaniah 317 kjv,0.0,0.0063139796
airingoutmyscro nnwell see once youre a few drinks in nna playful wink is passed to him and as they pull up into the small lot of,0.0,0.001654705
omg nol i love u so so much i love ur cheery face and hugs crazymac17,0.0,0.0016028602
squishyjiminie aww thank you im definitely feeling much better today and your messages cheer me up too,0.0,0.10119131
atrumping hahahahahaha oh gosh you are hilarious a black man trying to keep racism alive get out of here man,0.0,0.14224763
happiness is a choice life isnt about pleasing everybody aldub62ndweeksary,0.0,0.0015724413
chirp look out for them cars coming from the wesszzz,0.0,0.0016295426
watching driven by food and andrewzimmern going to devon ave to eat nihari makes me gleeful af,0.0,0.0015769769
yeah‼ paul‼ joyous glorious bb18,0.0,0.0016627163
forgot to bring extra boxers to the y so im currently commando at starbucks this is exhilarating i feel more liberated than angelina jolie,0.0,0.0017475188
peaceispossible when both party accept one another and rejoice together after ondogubernov26 jciondokingdom cuttiedove lekibeat,0.0,0.0016081128
brennan cook and breezy should get back together,0.0,0.0016170386
on my way rejoicing to the pulpit park city baptist church surrey bc for midweek service,0.0,0.041793812
good master vernon welcome nephews from bellario nthere is my lord that thou interruptst our merriment,0.0,0.0022485387
luke 114nhe will be a joy and delight to you and many will rejoice because of his birth,0.0,0.0016096476
loving speechlessabc so far just hilarious and driverminnie is wonderful hilarious bravo,0.0,0.0015780963
seangrandillo i beg you never stop smiling you deserve to be happy and to know all the beautiful things that life can offers,0.0,0.24363875
lbccharlotte just watched you on the great wall hilarious,0.0,0.0016136672
when yall talkin about you know who i dont know who yall talkin bout im on the new shitchuckin up ma deuces kanye breezy,0.0,0.0016123112
when yall talkin about you know who i dont know who yall talkin bout im on the new shitchuckin up ma deuces kanye,0.0,0.0016144849
great to meet brightonchoir mjparanzino tonight what a lively and enthusiastic bunch look forward to working with you again,0.0,0.0016221683
the best part of this day jesus is to snuggle up in your embraceto rest in your arms and know you love me sweetembrace,0.0,0.0016265903
the best part of this day jesus is to snuggle up in your embraceto rest in your arms and know you love me sweetembrace delight,0.0,0.001578534
mrfisher81 just my attempt at levity,0.0,0.0021643993
forgot to thank jusdee and djolder for sharing therealpeelas daymaking happy video,0.0,0.0016266387
lucina thats fantastic when you feel cheery we all feel cheery,0.0,0.0015768744
may the optimism of tomorrow be your foundation for today,0.0,0.0016058143
well that was exhilarating i didnt know you could have goosebumps for 2 hrs 5m straight,0.0,0.0016066041
bluecouture the hilarity of you people not realising that racism is racism regardless of whether one uses choice words is hilarious,0.0,0.002596518
1barkcom thank you for the follow looking forward to your tweets as they look entertaining smile socialmedia,0.0,0.0016988013
1barkcom thank you for the follow looking forward to your tweets as they look entertaining socialmedia,0.0,0.031388942
