#sentence,gold score,actual score
now i have the confident that i can finish my report assignments with good writing skillsfourthly every question in the exam has the standard answer and seldom can we get the full mark unless our answer is the same as the standard answer,0.25,0.76232005
its not too much which might waste some time and make students fell nervous,0.0,0.593477555
of course i admit that these inductions give me plenty of help in study life as well as i really need some time to fit into british life,0.25,0.74629295
besides i do think the critical thinking is really important our student should be critical to the konwledge we have learnt and always do the independent thinking and studying,0.0,0.73848769
knowledge points correspond to background questions,0.0,0.51758191
but when i was trying to do some review simple keywords are not so efficient to revive my memories,0.25,0.729691
basicallybecause his objectives sometimes are not clear when he starts his lecturehowever his lectures are not boring because he uses a lot of his skill ofhumor and he teaches us with examples,0.75,0.60300055
i was very lucky to be one of the twothe seminar began at 9 amso we booked the flight at 7 ambefore the daybut i was so excited that i slept little that nightand the next morning i woke up late at around 6 oclockit needed 40 minute from my home to airportso i felt very nervousand run out from my home in a hurry,0.75,0.7865241000000001
i think it should be the characters of my teammates some of which are so positive and enthusiastic and it makes me feel more confident about our projects in the future,0.25,0.74388033
the teacher will ask open questions to arouse students thinking,0.5,0.5557824375
the most helpful aspect is how to corporate with group members and how to be a leader to support the development of the group,0.0,0.546195157
and this kind of evaluation system is very valuable for us to know where we should improve,0.0,0.573498555
after receiving cooperative learning tasks team members do not talk or discuss with each other they work alone and do not really participate in the cooperationthis phenomenon often results in unsuccessful cooperationor we dont have enough time to prepare,0.75,0.720328
the lecture flew logically generally but it would be better if the lectuere can review the content of last class at the startsome of the lecturers are humourous such as bidyut and international businese lecturer sorry i do not his nameall lecturers are good in the respect of helping me move from one point to the next,0.75,0.76066285
ithink that in this case people need to learn from other culture,0.0,0.5877590699999999
there were some discussions and a lot of interactions between speakers and audience,0.25,0.5560982
first it should be my parents  support and trust,0.0,0.537048787
i think im very lucky with the team i got we are all from different countries from peru china and spain and i think that its going to help and teach us a lot from different cultures,0.0,0.7628947500000001
i think their proper eye contact is one of the most valuable things i can learn from them,0.0,0.7065613
in the past usually four or more people share one room,0.5,0.5223833265
i wonder if my skill is not strong enough to support me to take intact note but i gradually realized that some of my friends also couldnt do this thing very well,0.5,0.7736937500000001
actually i am worried that i can not integrate into the school life better and faster,0.5,0.77734155
first communication is vital to the process of the group work,0.0,0.5206310115
there are so many things i can learn from observing their delivery such as how to get eyecontact with your audiences how to interact with them,0.0,0.70855196
therefore there will be insufficient library space at the end of the period,0.0,0.549573365
i think the unity is the most essential factors to success in collaborative learning,0.0,0.7051895699999999
i just talked about three part of this topic,0.5,0.6863083249999999
