#sentence,gold score,actual score
i will pull out all stops,0.0,0.875
how do you stay focused,0.0,0.5375
every lecture makes it easy for me to understand and the instructor will connect each point in a humorous way to make it easier for me to accept,0.75,0.8557292000000001
another way is to let them understand the responsibilityon their shoulder and how bad it is to fail their teammates,0.0,0.5625
during my taught msc i should make sure to keep the knowledge and skills up to date,0.0,0.84375
i think confidence is the most important element to have when a presentation is given,0.0,0.8345052
duringtwo months i am more close to the group members because of the group work,0.0,0.875
if some members have problems they can ask other member for help,0.25,0.70833335
in the future study i promise that i will never do anything contrary to the rae ethical principles,0.0,0.918164075
theyre not nerds,0.0,0.625
there are many things to do,0.0,0.5375
i remember in my childhood there was a huge bridge in my hometown established by many engineering managers and workers but the materials and structure of the bridge didnt come up with national standards,0.5,0.85091147
in studying my teammates are good at different things like a person is good at accounting which i can learn,0.25,0.791015625
so that i think there will be a competition or discussion when we need to choose a group leader,0.0,0.953125
teachers would interact with the classmates,0.5,0.59375
they are kindly to help us and tech us how to be better than before,0.25,0.625
now i have the confident that i can finish my report assignments with good writing skillsfourthly every question in the exam has the standard answer and seldom can we get the full mark unless our answer is the same as the standard answer,0.25,0.878385425
its not too much which might waste some time and make students fell nervous,0.0,0.63046875
of course i admit that these inductions give me plenty of help in study life as well as i really need some time to fit into british life,0.25,0.8825159
besides i do think the critical thinking is really important our student should be critical to the konwledge we have learnt and always do the independent thinking and studying,0.0,0.834778725
knowledge points correspond to background questions,0.0,0.5
but when i was trying to do some review simple keywords are not so efficient to revive my memories,0.25,0.8562500200000001
basicallybecause his objectives sometimes are not clear when he starts his lecturehowever his lectures are not boring because he uses a lot of his skill ofhumor and he teaches us with examples,0.75,0.59375
i was very lucky to be one of the twothe seminar began at 9 amso we booked the flight at 7 ambefore the daybut i was so excited that i slept little that nightand the next morning i woke up late at around 6 oclockit needed 40 minute from my home to airportso i felt very nervousand run out from my home in a hurry,0.75,0.888183325
i think it should be the characters of my teammates some of which are so positive and enthusiastic and it makes me feel more confident about our projects in the future,0.25,0.8270833200000001
the teacher will ask open questions to arouse students thinking,0.5,0.5625
the most helpful aspect is how to corporate with group members and how to be a leader to support the development of the group,0.0,0.5
and this kind of evaluation system is very valuable for us to know where we should improve,0.0,0.55625
after receiving cooperative learning tasks team members do not talk or discuss with each other they work alone and do not really participate in the cooperationthis phenomenon often results in unsuccessful cooperationor we dont have enough time to prepare,0.75,0.76053837
the lecture flew logically generally but it would be better if the lectuere can review the content of last class at the startsome of the lecturers are humourous such as bidyut and international businese lecturer sorry i do not his nameall lecturers are good in the respect of helping me move from one point to the next,0.75,0.85846627
ithink that in this case people need to learn from other culture,0.0,0.6359375
there were some discussions and a lot of interactions between speakers and audience,0.25,0.55625
first it should be my parents  support and trust,0.0,0.537499998
i think im very lucky with the team i got we are all from different countries from peru china and spain and i think that its going to help and teach us a lot from different cultures,0.0,0.84585938
i think their proper eye contact is one of the most valuable things i can learn from them,0.0,0.797395825
in the past usually four or more people share one room,0.5,0.5
i wonder if my skill is not strong enough to support me to take intact note but i gradually realized that some of my friends also couldnt do this thing very well,0.5,0.866562515
actually i am worried that i can not integrate into the school life better and faster,0.5,0.925
first communication is vital to the process of the group work,0.0,0.5
there are so many things i can learn from observing their delivery such as how to get eyecontact with your audiences how to interact with them,0.0,0.79583335
therefore there will be insufficient library space at the end of the period,0.0,0.5625
i think the unity is the most essential factors to success in collaborative learning,0.0,0.8
i just talked about three part of this topic,0.5,0.8125
