#sentence,gold score,actual score
jin is a chinese student who worked for 5 years before come here,0.0,0.05598893
as i have to listen to many lectures given by teachers every weekday i found teachers use the presentation skills into the lectures skillfully,0.0,0.05626171
absolutely yes but for mea chinese student the big problem is we used the totally different language before my only concern about the report and essay things like that i need to write in english im afraid of the grammar and so on,0.0,0.2260598
i started my masters and start taking notes on diary then i realized that is not enough because in the uk masters system has report writing and assessments for which i need skills of ms word and i need to strong grip on ms word so i start making notes on ms word and start highlighting with red color so i keep in mind those points while reading slides and lectures and now because of this step in am progressing positively in making my assessment my methods and way of taking notes and organizingnote down things that the instructor says more than oncebe selective don  t take down every single note take down the main points of the lecture or discussionhandwritten notes work best for classes that have to do withon your computer make sure that you have one folder for your notes from each different classkeep all the lecture and slides of that subject in that folder of subjectkeep all the syllabic and handouts for each class in the same place as your notes so that they are easily accessiblebe consistent,0.0,0.44802585
my supervision group is greateveryone has different skills which can help us successand i think communication is essential for success,0.5,0.05638655
from my point of view the most surprised and helpful part is the supervision group,0.25,0.056060333
actually it is a small behaviour due to different reasons but i believe that late is unreasonable and not respect tutors and other students,0.0,0.056096576
the teaching and learning styles are very different with my previous studying,0.25,0.05599703
i am organizing my notes to show levels of significance by marking the significant information according to its significance,0.0,0.056054316
itfeels good to be back to school after five years of working but it also feelsquite weird at the same time,0.0,0.05600204
authoritarian could kill the creativity,0.0,0.05603018
learning strategieshow to reasonably arrange your study time and entertainment time is a big challenge4,0.0,0.055994187
the first thing is although i have studiedfor my premaster degree last year i can not stand some english habit whichmeans i can not complete get involved into uk culture,0.0,0.07175063
i like the comfortable and relaxed atmosphere of induction,0.0,0.05599669
the most important thing is to help me understand my classmates and make new friends,0.25,0.056059428
however this small aspect generally does not enter the entire group of seminars,0.0,0.0561286
it takes a lot of time for traveling,0.0,0.056000233
once we needed to perform a short drama in class i was surprised to find that their performances were both excellent and they did bring me lots of fun,0.0,0.09787082
international business is a novelty course for me,0.0,0.05599668
now the varieties of homework are different which make the study interesting but i did the same type of homework in most courses before6,0.0,0.0560145
as amatter of fact students who get up at different times will have differentlearning time,0.0,0.05600333
compared with guest lecturers from outside the uni lectures were easy to understand in terms of the language for my standard,0.0,0.056100752
weijia huang is creative and active,0.0,0.055991404
first of all you must have a good understanding of everyone on the team because this is the basis for cooperation with them,0.5,0.056009494
i only read something in the textbook before4,0.0,0.056000296
i think the attitude and honesty are the most important factor of successful collaborative learning,0.5,0.059407428
the lecturers care about students feeling and often ask students sitting behind to confirm if they can hear clearly or not,0.0,0.056019947
therefore i not only expect to graduate successfully but also expect to get higher scores,0.0,0.18192971
from a lecture to lecture basis the lectures have followed a sensible order where each lecture build on knowledge learned in the previous lectures,0.0,0.055993214
however i found that the teaching style is totally different in uk,0.25,0.05601585
this does not necessarily mean that each person should complete the same amount of work or same amount of ours,0.25,0.056011315
i hope that we can have some challenges in the future group work,0.0,0.07782435
law for engineering management is new for me as a course,0.0,0.055993896
however in this level i learned that we will have more group activities,0.0,0.05645666
people needs to learn to adhere thatpeople can have a better achieve in goals and have better life what we want,0.5,0.056190405
tons of background knowledge i haveobserved and learned during the course,0.0,0.05598667
teamwork need to convince everyone to target the common dedication,0.25,0.056115977
the whole day was thus disrupted,0.0,0.056005154
i believein myself that i can do it,0.0,0.08886509
in future modules try to use teamwork as much as possible,0.0,0.06212584
i should spend a lot of time every day on homework research the expansion of additional knowledge and language skills improvement,0.0,0.056115083
if it is not a major principle problem i think it may be good to listen to others,0.0,0.092474155
however every time when i finished the dinner i just want to lie on my bed and play mobile phones or watch youtube videos instead of walking to my desk sit down and start learning,0.0,0.05600168
i always finish my notes and then put it aside,0.0,0.055997953
so far i am dealingwell with the work given by the different modules,0.0,0.056003287
i anticipate we may encounter some problems when we undertake proper group work in the future however as personalities can clash and relying on other people to get things done can sometimes be quite daunting,0.5,0.3706098
each one expressed their point of view,0.0,0.055990182
for example our supervisor will give us instructive suggestion about our programme works and career in the future the language central is open to public and this will facilitate our international students,0.0,0.17690676
his lecture starts with general topicand objectives,0.0,0.055988878
in my last degree i just had many practice to do but in york i have to write essays9,0.25,0.055998325
my notes helped me to pin point my problems and videos helped me to solve my confusion,0.0,0.05600656
at present i think my group members are very thoughtful and have strong executive ability,0.0,0.057321526
in order to be more likely to succeed it is also important to ensure that more attention is given to subjects that are found difficult rather than spending all of ones time on those that one finds the easiest as this will mean that one will obtain a more wellrounded knowledge with which to complete assignments,0.75,0.4192696
it is worth mentioning that all lectures are relevant for example recently most of classes are involved in how to perform in a presentation,0.25,0.056010462
i think the difficult one to achieve is present and review theory evidence and interpretation honestly accurately objectively and without bias which from the raes statement of ethical principles,0.5,0.30693665
because i learned many theories in my university i am not sure which situation is belongs to which theory,0.0,0.056312602
the main difference is that everyone in the group has strong characteristics nearly everyone has so many great strengths and good leadership,0.75,0.092998534
the reasons are complicated but i think one of the primary causes might be the structure and method of teaching completely different from the previous degree that ive done already,0.0,0.21945032
sometimes i need to search somewords in dictionary and find out the meaning of words,0.0,0.056035046
its easy for me to getcaught up in the trouble of not having to start for example driving acomputer staring at a problem and still have no answer for half an hour,0.25,0.056034133
the most helpful is the handbook i can know about what my majors assessment is and i also can know the teaching structure of the engineering management,0.0,0.22558507
as to the learning style i think it is more selflearning things than learning things from the lectures,0.0,0.056015648
the attributes of these courses mean that we need to read more articles,0.0,0.06403971
then i will usein my job when i am going to face with similar problems,0.0,0.056001797
for example the thinker oftenindependent thinking has the ability to brainstorm a leader has the abilityto lead a team to victory,0.25,0.05601456
however i also found some students would be distracted because of smartphone or something like that,0.0,0.056138825
i will pull out all stops,0.0,0.056016378
how do you stay focused,0.0,0.0570633
every lecture makes it easy for me to understand and the instructor will connect each point in a humorous way to make it easier for me to accept,0.0,0.14974199
another way is to let them understand the responsibilityon their shoulder and how bad it is to fail their teammates,0.0,0.056093927
during my taught msc i should make sure to keep the knowledge and skills up to date,0.0,0.056036875
i think confidence is the most important element to have when a presentation is given,0.25,0.071960755
duringtwo months i am more close to the group members because of the group work,0.0,0.056043603
if some members have problems they can ask other member for help,0.0,0.056063224
in the future study i promise that i will never do anything contrary to the rae ethical principles,0.0,0.07615939
theyre not nerds,0.0,0.055998072
there are many things to do,0.0,0.05605245
i remember in my childhood there was a huge bridge in my hometown established by many engineering managers and workers but the materials and structure of the bridge didnt come up with national standards,0.0,0.068139605
in studying my teammates are good at different things like a person is good at accounting which i can learn,0.0,0.0560735
so that i think there will be a competition or discussion when we need to choose a group leader,0.0,0.07782939
teachers would interact with the classmates,0.0,0.056030385
they are kindly to help us and tech us how to be better than before,0.0,0.056164265
now i have the confident that i can finish my report assignments with good writing skillsfourthly every question in the exam has the standard answer and seldom can we get the full mark unless our answer is the same as the standard answer,0.5,0.25811765
its not too much which might waste some time and make students fell nervous,0.5,0.05907595
of course i admit that these inductions give me plenty of help in study life as well as i really need some time to fit into british life,0.0,0.056055523
besides i do think the critical thinking is really important our student should be critical to the konwledge we have learnt and always do the independent thinking and studying,0.75,0.16312853
knowledge points correspond to background questions,0.0,0.055987492
but when i was trying to do some review simple keywords are not so efficient to revive my memories,0.0,0.05614803
basicallybecause his objectives sometimes are not clear when he starts his lecturehowever his lectures are not boring because he uses a lot of his skill ofhumor and he teaches us with examples,0.0,0.05616811
i was very lucky to be one of the twothe seminar began at 9 amso we booked the flight at 7 ambefore the daybut i was so excited that i slept little that nightand the next morning i woke up late at around 6 oclockit needed 40 minute from my home to airportso i felt very nervousand run out from my home in a hurry,0.0,0.19951798
i think it should be the characters of my teammates some of which are so positive and enthusiastic and it makes me feel more confident about our projects in the future,0.0,0.06229826
the teacher will ask open questions to arouse students thinking,0.0,0.05602321
the most helpful aspect is how to corporate with group members and how to be a leader to support the development of the group,0.5,0.09941031
and this kind of evaluation system is very valuable for us to know where we should improve,0.5,0.06945921
after receiving cooperative learning tasks team members do not talk or discuss with each other they work alone and do not really participate in the cooperationthis phenomenon often results in unsuccessful cooperationor we dont have enough time to prepare,0.25,0.37478206
the lecture flew logically generally but it would be better if the lectuere can review the content of last class at the startsome of the lecturers are humourous such as bidyut and international businese lecturer sorry i do not his nameall lecturers are good in the respect of helping me move from one point to the next,0.25,0.2855596
ithink that in this case people need to learn from other culture,0.0,0.056015514
there were some discussions and a lot of interactions between speakers and audience,0.0,0.05599262
first it should be my parents  support and trust,0.0,0.056048203
i think im very lucky with the team i got we are all from different countries from peru china and spain and i think that its going to help and teach us a lot from different cultures,0.25,0.06299565
i think their proper eye contact is one of the most valuable things i can learn from them,0.0,0.056085873
in the past usually four or more people share one room,0.0,0.055991918
i wonder if my skill is not strong enough to support me to take intact note but i gradually realized that some of my friends also couldnt do this thing very well,0.0,0.23963234
actually i am worried that i can not integrate into the school life better and faster,0.25,0.16203964
first communication is vital to the process of the group work,0.0,0.05608582
there are so many things i can learn from observing their delivery such as how to get eyecontact with your audiences how to interact with them,0.0,0.11822626
therefore there will be insufficient library space at the end of the period,0.0,0.056074817
i think the unity is the most essential factors to success in collaborative learning,0.25,0.121053234
i just talked about three part of this topic,0.0,0.05599173
