#sentence,gold score,actual score
hannah this week on survivor find out who is more buoyant gen x or millenials survivor,0.52,0.19556999
could not be happier happy,0.921,0.7619563
could not be happier,0.885,0.24801683
joemrusso happy birthdayyyyyy pretty miss you,0.688,0.67326367
when life shows you have a hundred reasons to cry show it that you have a hundred and one reasons to smile quotes mindconsole,0.577,0.39319602
a smile can mean a thousand words but it can also hide a thousand problems fact teamfollowback,0.354,0.42451665
gen 821 niv—the lord smelled the pleasing aroma and said in his heart “ never again will i… lifelong depravity,0.292,0.01710197
such merriment amp laughter from dadwroteaporno at kingsplace amp an instructional powerpoint presentationwell done to all concerned amp thanks,0.59,0.57467836
but uncle buck is on tho unclebuck hilarious,0.5,0.62225765
but uncle buck is on tho unclebuck,0.417,0.0
every time people push prescription pot prohibitionists rub their hands with glee because u hand them cannabis amp yourself into slavery,0.271,0.42527357
chrisloesch dloesch modern day bookburning without all that awful guilt oh and now with more gleeful social sharing for the ahats,0.312,0.019741386
you make me happy ethandolan graysondolan,0.904,0.7217178
ifiwerepresident nmy goal would be for us all to be miserable yet jovial in the co of others u know civil but with realization of self,0.169,0.2596264
learning is key while converting your leaning to someone else is door so when you do both you will open the door of successnnx33 smile,0.604,0.3923435
learning is key while converting your leaning to someone else is door so when you do both you will open the door of successnn x33,0.52,0.0
iniesta still the one player i idolize from barcaa delight to watch i tell you,0.562,0.42267746
every time i hear jtkantors organ kick in on the new sayswhopodcast i break into the goofiest smile,0.712,0.48146257
well this is cheery mrrobot,0.646,0.5233323
gennneral thanks gen love you miss you happy birthday natong duha,0.792,0.74394137
survivor is back survivormillennialsvsgenx so happy to see you jeffprobst,0.66,0.71338165
survivor is back survivormillennialsvsgenx so happy to see you jeffprobst happy,0.605,0.80331486
essdotx the jovial and forgiving negro is always pressed upon to act against hisher selfinterest in favor of the oppressor,0.09,0.3189316
reginaltsquirge you could add a jaunty bownor bells,0.479,0.4074778
tweet tweet chirp chirp losers,0.208,0.42587307
be content life is too short smiling,0.68,0.66165394
be content life is too short,0.354,0.0044364557
npagliaro1 thats awesome ps ok what are the odds of that swapping neighborhoods hilarious,0.75,0.6100422
npagliaro1 thats awesome ps ok what are the odds of that swapping neighborhoods,0.52,0.15843563
im so excited to see nat tonight and how happy and cheery she is amp then im even more excited for her to get on social media bb18,0.979,0.90432334
whats the nicest way to tell someone cheerfully whistling outside my apartment door that i will end them should they continue to whistle,0.288,0.16798289
xiankiefer thelincoln book 5 its so sprightly amp fun cuz hed been reinvigorated by the harry potter series im not kidding,0.16,0.42771098
hows it possible to go from cheery earlier to the worst mood possible now,0.66,0.45359647
3 styles to love now at zales three sparkling styles to love stop by and shop in store today,0.02,0.5274218
kinda wished i watched mischievous kiss before playful kiss,0.532,0.54621595
accept challenges in life so that you may feel the exhilaration of victory,0.404,0.63701946
mariamveiszadeh why sick i am rejoicing that it is only half,0.5,0.42199558
tjsotomayor snow pig thats hilarious lmaooo,0.438,0.73423076
this red sox team is the equivalent of tiger woods in his heyday no mercy,0.692,0.019910347
wan na always be the reason behind her happiness and ill always keep her smiling no matter what happens,0.458,0.6292383
did u laugh today laugh hard i hope sowe need laughter now love,0.417,0.8212915
did u laugh today laugh hard i hope sowe need laughter now smile love,0.769,0.8640351
peregrinator1 i admittedly went into this series thinking wed see the jedi in their heyday not as dysfunctional un peacekeepers in space,0.595,0.0
me taking a picture by myself awkward smilenme on picture day awkward smilenconclusion stop smiling npictureday2016 smile ornot,0.56,0.42623544
wishing the ipswich tigers good luck in their games throughout homecoming week we are cheering you on here at the city office go tigers,0.25,0.32398677
my ukulele bag has fallen apart welll at least my life hasnt yet joysnnquote problemsolving behappy,0.404,0.4226883
it is so exhilarating taking on the challenge of demonstrating explaining why jamesjoyces ulysses is so endearing amp wonderful,0.763,0.7306552
yesterday on 21 sept 2016 i installed a new stratagem including audacity by rejoicing at harbour toweri will tenaciously follow up up,0.304,0.50971603
partydelightsuk its 5679787 can not dm you as we dont follow each other not such a delight party fail letdown,0.654,0.18188213
partydelightsuk its 5679787 can not dm you as we dont follow each other not such a party fail letdown,0.396,0.0
be joyful in hope patient in affliction faithful in prayer romans 1212,0.164,0.37582392
wahrbear marinarchy diam0ndsapph1re there is some hilarity in someone who is literally openly antiscience calling others antiscience,0.076,0.4266139
smoking weed while you watch 12 pull somebody else over is the most joyous thing ever,0.396,0.786118
and girl i love your perfume theres something bout you,0.385,0.0
and girl i love your perfume theres something bout you breezy,0.625,0.41464585
watching melissamccarthy in spy shes one of favorite actresses last night i was watching her theboss hilarious i just want to meet her,0.729,0.4353779
bjerkedanielle funnysayings lol thats hilarious,0.646,0.6074338
ninaturner mine too with what is happening in country i needed this moment of levity bernblade lisavikingstad,0.78,0.4227631
manchester united v manchester city happy days efl,0.72,0.7461584
lostgermain want to have a spar the prince smiles and reaches for his hilt and his icy eyes keep on aaron a playful look in his eyes,0.271,0.301999
accept the challenges so that you can feel the exhilaration of victory,0.775,0.6481648
yes mourinho you really should stop speaking about refs and try cheering up a bit,0.442,0.40001443
thenicebot wsjnordics you make the world a more joyful place thenicebot mpn demilovato,0.396,0.8539725
sevechambers im elated thank you for your help can i apply to be verified,0.3,0.42808482
the world needs more laughter more love and a little more of you rm drake,0.68,0.793916
bcwinechat whats the most common method used to make bc sparkling wine,0.72,0.38032287
bcwinechat whats the most common method used to make bc wine,0.521,0.007216502
davuuwart this is hilarious,0.346,0.6618497
kermischocolate i have tried a cheerful upbeat piece in walking through history usually in artydocu types can not find a trace of it,0.189,0.4228077
not by wrath does one kill but by laughter friedrich nietzsche friedrichnietzsche,0.82,0.53177404
happiness recipe an open mind laughter a kind heart amp optimism,0.365,0.6590408
happiness recipe an open mind laughter a kind heart amp,0.32,0.73310304
zabuhmaid happy birthday sweety sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one luv u,0.833,0.6938903
im black 43 i read books pu my kids from schoolmy prayer is that u wl lv a long fulfilling joyous peaceful godpleasing life,0.667,0.4264562
a smile doesnt always mean a person is happy sometimes it simply means they are strong enough to face their own problems,0.729,0.42516196
needed levity hubs i talking of wearetyphoon kyles new solo album my 7 yo says kyleclark she loves ur news show 9news 9news lolz,0.56,0.18141767
ankitaverma45 honey5991 rejoicing over someones sadness is bad but when karma is cencerned then definitely some people deserve it,0.227,0.11942694
siguemeytesigo happy snapchat manuellynch99 venezuela,0.604,0.7124619
jessicaz00 zrlondon ditto such an amazing atmosphere philippplein cheerleaders stunt londonevents,0.229,0.4118788
jessicaz00 zrlondon ditto such an amazing atmosphere philippplein cheerleaders stunt londonevents cheer,0.604,0.5895152
a delight to be at the lane tonight and witness the debuts of some young talent that could be the backbone of our club coys,0.792,0.4125477
tweetfaver its reaper before he became reaper you can find their stories on the wiki and thru the comics and animated shorts,0.74,0.39485148
remember when joe and quinn had a thing on glee,0.667,0.405601
im still laughing bitch took my pillow line glee kurt,0.375,0.3535447
im still laughing bitch took my pillow line kurt,0.312,0.0
nothing lovelier than your great mate sending the most joyful and sweet pic thankyou amy artburstltd xxxx,0.729,0.73313445
cedricyarbrough we love you hilarious we are looking forward to so much more kudos on the pilot speechlessabc speechless,0.613,0.8638176
eve izzy and paige cheerfully sing songs together,0.86,0.4686665
jeffbridg man great job i am more than happy over your success in a short time mom amp dad are smiling from heaven love you bro,0.917,0.9210128
the jovial laughter that trump and his lackeys showed when don king used the n word was a truly bizarre sight,0.673,0.42404845
raygemini ive got 8 coming back this week its so joyous isnt it haha,0.938,0.89746296
i just spent 40 on big little sis tomorrow and i am beyond happy about it saw mirth mums,0.396,0.6570991
i just spent 40 on big little sis tomorrow and i am beyond happy about it saw mums,0.646,0.1422607
shell be bribing her parents with hearty laughter and giggles loveet,0.897,0.76184213
harrystyles youre the smile to my face and the beat to my heart thanks for being kind as much as you can be mind following me 96127,0.854,0.7087666
the most wasteful day is a day without laughter,0.714,0.81741697
the most wasteful day is a day without,0.792,0.02731769
good morninglets start with a smilenlets enjoy life in a cheerful wayndont worry be happy,0.521,0.76054215
skiving freshers2016 for a me day nails sunbeds and gym priorities student studentnurse pampered happy,0.12,0.5936954
skiving freshers2016 for a me day nails sunbeds and gym priorities student studentnurse pampered,0.893,0.002493754
half past midnight loud banging on our front door been told about new rape cases in edinburgh today nosleep,0.923,0.0
half past midnight loud banging on our front door been told about new rape cases in edinburgh today joyful nosleep,0.646,0.44900182
matildaswish its great to see matilda so happy in her new chair it will provide her with access to lots of new experiences smiling,0.08,0.71281296
matildaswish its great to see matilda so happy in her new chair it will provide her with access to lots of new experiences,0.02,0.40065673
pakis are applauding sharifs speechi wonder how many really understood what he saidnthey are very much excited and happy,0.708,0.62574834
how wonderful to see a show with a token man for once glasgowgirls was uproarious gleeful important amp uplifting go see stratfordeast,0.688,0.8076427
this night is sparkling dont you let it go im wonderstruck blushing all the way home valeriebot,0.481,0.5042472
only person that could manage to get bright pink lipstick all over my brand new white dress,0.66,0.17961563
life iznt about pleasing each othersnn hell with,0.66,0.42058995
i gave up on the u20 rugby bet on the roosters cheering nrl,0.167,0.5499786
i gave up on the u20 rugby bet on the roosters nrl,0.154,0.36848578
dee5479 electro set was pure enjoyment amp exhilarating captivating amp poetic raw exciting,0.385,0.7035469
sharpened a pencil today havent sharpened once since 1999 exhilarating,0.312,0.4711302
sharpened a pencil today havent sharpened once since 1999,0.821,0.0
travelanswerman the possibilities r endless becca when u unplug from the matrix stay salty and happy surfing sunset aloha …,0.5,0.40413496
you dont have to feel grateful to be grateful for it is written all things work together for good for those who love god cheerful,0.458,0.5925703
you dont have to feel grateful to be grateful for it is written all things work together for good for those who love god,0.604,0.0
all i want to do is to be successful be cheerful and to be happy with dominichussein,0.623,0.59896016
loving pitch so far pitchonfox globaltv chills smiling,0.365,0.68469644
loving pitch so far pitchonfox globaltv chills,0.491,0.12853062
how sad is it that im rejoicing over a 72 collegekills,0.854,0.47811413
banger sit in 2013 reason why we great doings him alias for why we rejoice in he kzfqr,0.75,0.2268718
beautyfulliami that guy in the back of your picture is hilarious,0.34,0.5686491
literally feels sg to be happy with sam,0.438,0.34003493
jasperino buoyant sessionsix,0.625,0.5662145
class is canceled due to a funeral not sure if its appropriate to be happy or sad,0.896,0.0037732609
class is canceled due to a funeral not sure if its appropriate to be happy or sad happy,0.22,0.4645917
cscheiwiller cant stop smiling,0.5,0.510687
the amount of laughter ready to leave my body if united lose is unreal,0.417,0.562951
whoisthiscaleb you could leap to your feet dramatically plant one foot on the seat of your chair and let out that jaunty tune,0.896,0.42327186
things that grind my gears people drawing gideon gleeful skinny,0.5,0.2660399
the book that can start improving your relationship tonight taking you on a journey of fun laughter romance and metaphysics htt…,0.583,0.42287645
nice idea collect all relevant socialmedia in onebut dont be automatic pls worldsapp chirp appsworld socialmedia danielfeuer merci,0.292,0.3742814
im so so so excited for usernameregenerated i cant wait i wish i could get a signed copy im so happy for you joesugg,0.509,0.13463925
its not that the man did not know how to juggle he just didnt have the balls to do itnfunny pun lol hilarious punny,0.462,0.6739408
its not that the man did not know how to juggle he just didnt have the balls to do itnfunny pun punny lol hilarious,0.9,0.57433033
its not that the man did not know how to juggle he just didnt have the balls to do itnfunny pun punny hilarious lol,0.76,0.5887036
niggas never changedeven as a kid and a 29 year old in his interviews seems jovial and happy after death of his sisterhe did it,0.688,0.42262965
gets crushes on fictional and animated characters instead if real people,0.68,0.09911154
missrbberry blainehale kurtstilinski beaconscott11 sstilinski24 i brought sparkling ciderholds it up i know its not much,0.4,0.4702046
best quote from a 7 in german almost happy,0.3,0.5735276
best quote from a 7 in german almost,0.312,0.073681645
love your new show driverminnie hilarious,0.333,0.7555178
joyannreid i totally understood his point but we need a better messenger and the laughter just pissed me off,0.26,0.3285951
walterdonovanss mrbridesagain evil rich white men and their fucking cronies in intelligencegovacademia using blithe blacks as fodder,0.788,0.32432565
rheafraserx took them an awfy long time to spot their goal was disallowed pleasing,0.08,0.32617807
rheafraserx took them an awfy long time to spot their goal was disallowed,0.08,0.003072422
proverbs 279 ointment and perfume rejoice the heart so doth the sweetness of a mans friend by hearty counselntruthfmdawnbreak,0.292,0.39905816
we have been a better second half team this season so theres that optimism,0.188,0.42782825
we have been a better second half team this season so theres that,0.583,0.002675172
function in regard to camshaft exhilaration companies cqhshjsi,0.458,0.14274068
close to the end of a revisiontaking this story i love in a new direction has been exhilarating for me endlesspossibilities amwriting,0.2,0.54152805
being in the countryside all day was so pleasing,0.34,0.6781767
pi6ie i want to achieve to your level of optimism,0.6,0.42366987
come and join in with cakeclubhour tomorrow afternoon from 3pm bizhour chirp,0.667,0.42138374
come and join in with cakeclubhour tomorrow afternoon from 3pm bizhour,0.28,0.00055385754
im always smiling so thats why im always happy,0.479,0.76268524
barbarasgarden thank you oh so much there are many challenges but much rejoicing,0.439,0.68930817
something about opening mail is justvery pleasing,0.731,0.64293116
happy internationaldayofpeace everyone hoping that the world becomes a better place less division more happiness keep smiling,0.842,0.9222546
yeldarbkered youve got quite the cheery young souls fan,0.646,0.3641113
b4caferacer i see things in the clouds that others cant see so i can elate,0.78,0.01275995
b4caferacer i see things in the clouds that others cant see so i can,0.729,0.0
jmomahony thank you for your support but it was not an attempt at levity,0.625,0.41780058
ahh when my voice gets better ive been asked to play d id be more than happy to do that,0.32,0.30946043
harrystyles nheart so pure and smilenso bright i love younmore than the numbernof stars at nightnkindly follow me pleasenharryn—90127,0.182,0.51543766
jackevans711 you are the best whiney jerkass heel since iamjerichos heyday in wcw n luchaunderground,0.688,0.015100088
i took a yr off school and im proud to say i got accepted again yo girl is going to finish,0.75,0.0
i took a yr off school and im proud to say i got accepted again yo girl is going to finish happy,0.431,0.29993668
its better to be wetter than it is to be dry thanks for the tip val first gbbo hearty guffaw of the week,0.833,0.67398787
alicereidy more of a hearty italian man myself,0.82,0.3233494
hearing your parent say theyre proud of you elicits infinite waves of unconceivable glee,0.6,0.450738
why bother tweeting poor mens nwhat good does it do if im unable to be cheery i go quiet missed you btw,0.56,0.32330185
the lord thy god in the midst of thee is mighty he will save he will rejoice over thee with joy nzephaniah 317 kjv,0.82,0.4004439
airingoutmyscro nnwell see once youre a few drinks in nna playful wink is passed to him and as they pull up into the small lot of,0.212,0.42410928
omg nol i love u so so much i love ur cheery face and hugs crazymac17,0.544,0.88644594
squishyjiminie aww thank you im definitely feeling much better today and your messages cheer me up too,0.438,0.5280223
atrumping hahahahahaha oh gosh you are hilarious a black man trying to keep racism alive get out of here man,0.98,0.0
happiness is a choice life isnt about pleasing everybody aldub62ndweeksary,0.688,0.5818056
chirp look out for them cars coming from the wesszzz,0.402,0.4259047
watching driven by food and andrewzimmern going to devon ave to eat nihari makes me gleeful af,0.46,0.44301188
yeah‼ paul‼ joyous glorious bb18,0.3,0.6684484
forgot to bring extra boxers to the y so im currently commando at starbucks this is exhilarating i feel more liberated than angelina jolie,0.78,0.42883196
peaceispossible when both party accept one another and rejoice together after ondogubernov26 jciondokingdom cuttiedove lekibeat,0.92,0.43313733
brennan cook and breezy should get back together,0.542,0.40020996
on my way rejoicing to the pulpit park city baptist church surrey bc for midweek service,0.417,0.42380038
good master vernon welcome nephews from bellario nthere is my lord that thou interruptst our merriment,0.54,0.41171673
luke 114nhe will be a joy and delight to you and many will rejoice because of his birth,0.654,0.7731134
loving speechlessabc so far just hilarious and driverminnie is wonderful hilarious bravo,0.312,1.1065192
seangrandillo i beg you never stop smiling you deserve to be happy and to know all the beautiful things that life can offers,0.625,0.50924337
lbccharlotte just watched you on the great wall hilarious,0.462,0.7398091
when yall talkin about you know who i dont know who yall talkin bout im on the new shitchuckin up ma deuces kanye breezy,0.75,0.41954648
when yall talkin about you know who i dont know who yall talkin bout im on the new shitchuckin up ma deuces kanye,0.54,0.0
great to meet brightonchoir mjparanzino tonight what a lively and enthusiastic bunch look forward to working with you again,0.8,0.5193181
the best part of this day jesus is to snuggle up in your embraceto rest in your arms and know you love me sweetembrace,0.25,0.04861439
the best part of this day jesus is to snuggle up in your embraceto rest in your arms and know you love me sweetembrace delight,0.231,0.41880333
mrfisher81 just my attempt at levity,0.82,0.424763
forgot to thank jusdee and djolder for sharing therealpeelas daymaking happy video,0.76,0.62016964
lucina thats fantastic when you feel cheery we all feel cheery,0.75,0.81452096
may the optimism of tomorrow be your foundation for today,0.479,0.42532673
well that was exhilarating i didnt know you could have goosebumps for 2 hrs 5m straight,0.6,0.42833036
bluecouture the hilarity of you people not realising that racism is racism regardless of whether one uses choice words is hilarious,0.875,0.48315033
1barkcom thank you for the follow looking forward to your tweets as they look entertaining smile socialmedia,0.54,0.87628376
1barkcom thank you for the follow looking forward to your tweets as they look entertaining socialmedia,0.596,0.70333636
jayroseee but that new breezy amp tiller,0.271,0.42474815
the feeling of taking someones life is either scarring or exhilarating but for people need to realize that were going to die at some,0.66,0.4239384
miss my lil caramel delight,0.6,0.354076
some say my lover is a pale green lightnhe hovers high where the moon shines bright,0.458,0.25110736
alohajonathan atlantafx all ive seen is that clip of the jail scene with the sexuality part which was hilarious,0.115,0.60193187
greggdoyelstar im sure youll have a heyday if they do,0.44,0.03413763
theres a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st amendment,0.42,0.0
